Project,DIN_Ebene1,DIN_Ebene1_Beschreibung,DIN_Ebene2,DIN_Ebene2_Beschreibung,DIN_Ebene3,DIN_E3_Beschreibung,prav_Personalkosten,prav_Materialkosten,korr_Personalkosten,korr_Materialkosten,Gesamtkosten
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB04,UB04 -- Klemmleisten + div. Teile,5696.49882546167,5415.148963371102,1626.1131061575495,1875.1107244634788,13486.7475
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB05,UB05 -- Motorkabel,4900.608028590228,5927.715671437353,1709.102027522757,1788.3352874326852,13216.88852
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB06,UB06 -- Erdungsseile vorkonvektioniert,4712.774114575295,6223.391187614115,1536.7393988627741,2175.3070321487044,13512.86816
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UB,"UB -- Kabel, Leitungen und Schienen",UB07,UB07 -- Kabel (Meterware),3979.81887889786,5836.8708596684755,1486.8200111255464,1696.850222718981,11989.88935
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UC,UC -- Bezeichnungs- und Anschlussmaterial,UC01,UC01 -- Bezeichnungs- und Anschlussmaterial,5862.9863899283455,4334.928252971556,1845.5901475721932,1645.5303128735247,12642.3961
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UD,UD -- Verbindungsmaterial,UD01,UD01 -- Verbindungsmaterial,4041.416599756191,5314.896817694592,1560.1152864662668,2107.4707717363735,12018.39524
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UE,UE -- Durchführungen,UE01,UE01 -- Durchführungen,5090.0375449503335,6100.934458490937,2041.0422000591682,1366.395644415817,13468.15594
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF01,"UF01 -- Leitungskanäle, -rohre, -schläuche",4151.414250129214,5430.038813069187,1721.4979487847258,1968.935934351684,12247.31277
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF02,"UF02 -- Schütze, Automaten, Sicherungen, el. Bauelemente",4087.9573958838505,5248.547410882448,1678.0838702191238,2040.5308174194356,12048.4035
HFX (Kangni),U,U -- elektrische Leitungsverlegung,UF,"UF -- Leitungskanäle, -rohre, -schläuche",UF03,UF03 -- Kabelkanal/Unterflurkanal,3747.0305996796055,5122.040747275438,-359.25601873240515,-400.2311057261441,7451.586378
HFX (Ultimate),B,B -- Fahrzeugkasten,BA,BA -- Fahrzeugkasten,BA01,BA01 -- Wagenkastenrohbau Stahl,5349.823034045747,4722.498445677823,1717.3031901333138,1587.9721305925966,12327.48116
HFX (Ultimate),B,B -- Fahrzeugkasten,BA,BA -- Fahrzeugkasten,BA02,BA02 -- Wagenkastenrohbau Aluminium,5360.239619581798,4719.670674849287,1735.880965459906,1815.304798941007,12559.0288
HFX (Ultimate),B,B -- Fahrzeugkasten,BB,BB -- Untergestell,BB01,BB01 -- Untergestell,5229.211187034232,4189.762983141462,2056.725330766773,1531.9517646460972,11998.17982
HFX (Ultimate),B,B -- Fahrzeugkasten,BC,BC -- Längswände,BC01,BC01 -- Längswände,5693.333208353304,4455.666996081328,1936.6892142848453,1358.0828168708636,12397.7359
HFX (Ultimate),B,B -- Fahrzeugkasten,BD,BD -- Dach,BD01,BD01 -- Dach,6120.206302285611,4942.237387188536,2044.352362745819,1476.9559438828417,13447.03583
HFX (Ultimate),B,B -- Fahrzeugkasten,BE,BE -- Fahrzeugkopf,BE01,BE01 -- Bugmaske / Frontkabine / Fahrzeugkopf,4839.6545345710665,4501.668215475085,1884.1647303241998,1557.8040853448015,11785.318
HFX (Ultimate),B,B -- Fahrzeugkasten,BE,BE -- Fahrzeugkopf,BE02,BE02 -- Crashelemente / Crashmodule,5429.301760076911,4267.625739479128,1221.4882186108516,1877.357647648022,11778.45418
HFX (Ultimate),B,B -- Fahrzeugkasten,BF,BF -- Stimwände,BF01,BF01 -- Stimwände,4457.218628260589,6723.7287432206895,1564.6861570789595,1801.1999179046468,13388.45191
HFX (Ultimate),B,B -- Fahrzeugkasten,BG,"BG -- Anschweißteile, Anbauteile",BG01,"BG01 -- Anschweißteile, Anbauteile",5134.515825930836,5171.382332809118,1806.2080730742537,1822.6211183056766,12838.09758
HFX (Ultimate),B,B -- Fahrzeugkasten,BH,BH -- Zwischendecke,BH01,BH01 -- Zwischendecke,5348.419447751995,4624.682329499485,1618.336147819187,1457.2816579890073,12023.97306
HFX (Ultimate),B,B -- Fahrzeugkasten,BJ,BJ -- Zwischenwände,BJ01,BJ01 -- Zwischenwände,4816.518324778958,6085.879527350986,1428.6968384739691,2187.986600578387,13358.61967
HFX (Ultimate),C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA01,CA01 -- Schließsystem,5539.4164037547525,4211.62587147274,1783.6553422579557,1625.1586656747572,12130.68758
HFX (Ultimate),C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA02,CA02 -- Rollos,4204.043401894338,6078.065895208732,1631.10313832136,1606.1480467529839,12448.72985
HFX (Ultimate),C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA03,CA03 -- Schottkasten & Schottbleche,4389.320097896189,6514.596822839741,1356.430468667496,1830.4582952777305,12963.92237
HFX (Ultimate),C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA04,CA04 -- Steckerkiste,4259.859224954872,5223.331947916096,2068.800526605623,1511.314269859983,12044.57174
HFX (Ultimate),C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA05,CA05 -- Nutensteine spezial,5244.9078167515945,4484.312349430961,1576.0505852195824,1737.7595896172393,12015.31658
HFX (Ultimate),C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA06,CA06 -- Schrauben und Normteile,6169.206042743095,4815.8697946556,1624.0876091317748,1885.3093372631486,13350.7021
HFX (Ultimate),C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA07,CA07 -- C-Schienen,4957.108808314143,4834.514862421914,1920.1596279828998,1377.2099189472601,12068.18218
HFX (Ultimate),C,C -- Fahrzeugausbau,CA,CA -- Fahrzeugausbau,CA08,"CA08 -- Befestigungskonsole, thermische Distanzhalter (Kunststoff)",4182.105975877333,5154.8474654048405,1939.584065475952,1468.410886448519,11748.89403
HFX (Ultimate),C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB01,"CB01 -- Fenster Fahrerstand, Front & gerundete Eckeinheiten",5063.700657692924,4617.068839941473,1613.9887968241842,1673.8218455605224,11947.63983
HFX (Ultimate),C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB02,CB02 -- Seitenscheiben FGR,4551.934173382472,5215.92412408143,1739.5968592992094,1612.1418145633256,12087.39849
HFX (Ultimate),C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB03,CB03 -- Seitenscheiben FST,5600.127610328793,5366.234869479044,1752.8048491532948,1740.2963936747067,13320.28317
HFX (Ultimate),C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB04,CB04 -- GFK-Fensterprofile,5124.238386529011,5089.807338375542,1830.627893689874,1494.8934050794585,12478.6012
HFX (Ultimate),C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB05,CB05 -- Kratzschutzfolie Fenster FGR,6245.133286497093,4326.272294433878,1367.1736166174742,2034.2955768453007,12864.70389
HFX (Ultimate),C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB06,CB06 -- Frontscheibe,5623.822856992724,3982.1604342742203,1505.6923810294147,1980.3125188364152,12058.66203
HFX (Ultimate),C,C -- Fahrzeugausbau,CB,CB -- Fenster,CB07,CB07 -- Fenstergummi,5639.34750750068,4569.263241232307,1440.3997730905928,1891.0229079968744,12467.90438
HFX (Ultimate),C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC01,CC01 -- Fußbodenplatten FST (inkl. Heizung),5550.69127287337,5019.124593027098,1630.5992215350984,2071.543221950098,13142.65496
HFX (Ultimate),C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC02,CC02 -- Fußbodenplatten FGR,5115.822407137038,4745.239952925863,1394.1974460944575,1869.7398927388788,12083.61812
HFX (Ultimate),C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC03,CC03 -- Fußbodenunterbau,5315.83746562595,5080.515104819827,1514.5393769399143,2112.1791232219266,12909.70508
HFX (Ultimate),C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC04,CC04 -- Fußbodenbelag,5206.043831503581,5097.484204890723,1654.9892461117315,1782.0079218522742,12656.30844
HFX (Ultimate),C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC05,CC05 -- Treppe / Doppelstock,5856.297541286802,5228.70608885527,2000.6790723633374,1548.3720978058914,13490.03853
HFX (Ultimate),C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC06,"CC06 -- Fußboden, Bodenprofil",6640.123674009079,4638.083966253464,1530.0701414379778,1804.579057435185,13459.35907
HFX (Ultimate),C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC07,"CC07 -- Fußboden, Gummilager",4893.513794771561,5048.597730805737,1814.478105379704,1577.0704500847626,12287.75275
HFX (Ultimate),C,C -- Fahrzeugausbau,CC,CC -- Fußboden,CC08,"CC08 -- Fussboden, Gussteil",4658.002096597791,5592.180043773475,1875.5966276647855,1492.3519778987384,12549.48504
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD01,CD01 -- Innenverkleidung FST (GFK),5882.589676074455,4770.287565548726,1792.324357059489,1318.4386683506555,12687.8164
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD02,CD02 -- Fahrerstandsverkleidung Blech,6012.204328861807,4471.566814894133,1728.0359337886282,1660.4972211946704,12784.15617
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD03,CD03 -- Seitenwandverkleidung FGR,6221.081425847036,4851.1904416439365,1437.341807089603,1883.9040538802378,13252.97745
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD04,CD04 -- Seitenwandverkleidung FGR (Fenster- und Heizungsverkleidung),5106.5378031219,5724.064929240966,1389.4710647416148,2052.8012076975265,13134.17848
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD05,CD05 -- Seitenwand + Heizungsverkleidungen,6178.72342759701,4521.458842968313,1767.6566509514541,1980.1793610241307,13311.85064
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD06,CD06 -- Türsäulen-/ Türvoutenverkleidung GFK,6511.269267833036,4453.170859144548,1779.1462044809252,1837.1278485963282,13436.36998
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD07,CD07 -- Türsäulen-/ Türvoutenverkleidung Blech,6319.817541511463,4864.217253580204,1225.9511164880598,1872.12740912781,13145.25929
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD08,CD08 -- Treppenverkleidung,4555.208552665111,5974.040828875334,2020.9205187257096,1602.806590784467,13042.66524
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD09,CD09 -- Loungeverkleidung,5385.706747669579,5205.427181591261,1909.3728327479887,1579.0756224279362,12976.62388
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD10,CD10 -- Übergangsverkleidung,5450.217519495402,5886.825624652151,1490.9568895180078,2089.97009385015,13729.86661
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD11,CD11 -- Innendecke FGR (inkl. Luftkanäle / Stoffkanal PKO),5398.172943728987,5478.485624033744,1352.0641985622867,1945.783112035961,13045.10017
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD12,CD12 -- Innendecke FST,4517.502490518033,6190.0542837406965,1689.7696157733021,1435.90710071673,12740.71576
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD13,CD13 -- Decke Treppenbereich,4068.893082648851,5658.839865993806,1408.1122068750385,1833.5886868323812,11936.20192
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD14,CD14 -- Decke Maschinenraum,5068.240558983721,4400.349368348729,1910.3728853038008,1759.4609969803948,12111.51491
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD15,CD15 -- Maschinenraum EMU - Einbaurahmen / Gerippe,4856.857292905019,4520.2191061350695,1578.370562123349,1696.0846586940438,11654.85522
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD16,CD16 -- Maschinenraumverkleidung,5029.043855908666,4365.982098545865,1592.4977566081543,1905.110522343396,11875.86885
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD17,CD17 -- Maschinenraum EMU Brandschutz,4182.807250344523,5222.149765880942,1978.0098113321071,1699.299298953783,12057.75909
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD18,CD18 -- Stirnwandverkleidung / Portalsäulenverkleidung (Übergangsverkleidung),3940.5667748609408,5616.716179448189,1539.8800971135256,2222.668929619685,12258.19012
HFX (Ultimate),C,C -- Fahrzeugausbau,CD,CD -- Innenverkleidung,CD19,CD19 -- Apparateraum nur Verkleidung (Rückwand FST),4534.38047615603,6788.277269399939,1414.440209911215,1797.220022784184,13372.98906
HFX (Ultimate),C,C -- Fahrzeugausbau,CE,CE -- Trennwände,CE01,CE01 -- Glastrennwände,4520.320299294409,6741.6641034363765,1398.8221011479768,2179.1916231861123,13650.3036
HFX (Ultimate),C,C -- Fahrzeugausbau,CE,CE -- Trennwände,CE02,CE02 -- Fahrerraumtrennwand inkl. Tür (Maschinenraumtrennwand),4792.056471709495,4699.549750323698,1311.2220584424228,1955.733227683257,11743.19305
HFX (Ultimate),C,C -- Fahrzeugausbau,CE,CE -- Trennwände,CE03,CE03 -- Trennwände Apparateraum / HF,5154.372491345527,4862.003678519198,1554.8541662915413,1995.8099902615531,12492.85888
HFX (Ultimate),C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF01,CF01 -- Dachdeckel,4127.794869713156,5474.149514582221,1546.0899796848535,1960.6650457393778,12067.43499
HFX (Ultimate),C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF02,CF02 -- Dachblenden,4487.900909143538,4848.877488275067,1398.4502618072113,2092.6726141944687,11806.89526
HFX (Ultimate),C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF03,CF03 -- Außenklappen,5382.379876483584,4047.3697203978854,1484.64502053999,1752.1260016915949,11668.25608
HFX (Ultimate),C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF04,CF04 -- Frontschürzen / Frontspoiler,5054.51643338846,4732.651521739938,1440.3050242242457,1711.9339433181995,11915.52183
HFX (Ultimate),C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF05,CF05 -- Bahnräumer (inkl. Strebe und Konsole),4515.513379965151,5069.304588254264,1846.9491339911694,1292.6359026124314,11730.1269
HFX (Ultimate),C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF06,CF06 -- Übertritt Front,4412.749419221333,6605.842526091381,1705.4044581104586,2018.0991845246253,13570.00449
HFX (Ultimate),C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF07,CF07 -- Ballastgewicht,5125.625906773747,4219.432881522902,1941.3719557541847,1423.665701918214,11722.22282
HFX (Ultimate),C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF08,CF08 -- Seitenborde,5161.101715718165,5312.677374835462,1801.1938522572,1584.1022414212875,12770.17532
HFX (Ultimate),C,C -- Fahrzeugausbau,CF,CF -- Außenanbauten,CF09,CF09 -- Seitenschürzen,5393.742931999842,5596.093974119212,1806.2199121888223,1309.9368589217847,12999.41972
HFX (Ultimate),C,C -- Fahrzeugausbau,CG,CG -- Fahrzeuglackierung,CG01,CG01 -- Fahrzeuglackierung,5795.8743592785,5467.253383775834,1425.763438525254,2095.9836854021078,13607.7659
HFX (Ultimate),C,C -- Fahrzeugausbau,CH,CH -- Isolierung,CH01,CH01 -- Isolierung,5442.958936928951,5583.676006147636,1788.1381647823846,1795.5929689806735,13458.44851
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DA,DA -- Fahrzeuginneneinrichtung,DA01,DA01 -- Fahrzeuginneneinrichtung,5062.414838815467,6018.406041210805,1815.0330687653347,1665.7661120568303,13413.34376
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DA,DA -- Fahrzeuginneneinrichtung,DA02,DA02 -- Dachentwässerung,4726.02289213434,6392.759571787073,1521.5327187596583,1779.3854356908485,13272.22479
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DB,"DB -- Haltestangen, Griffe (Innenbereich)",DB01,"DB01 -- Haltestangen, Griffe (Innenbereich) - Rohre",5146.956310452258,5065.699511716182,1582.784168597239,2159.0917078958114,12847.74697
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DB,"DB -- Haltestangen, Griffe (Innenbereich)",DB02,"DB02 -- Haltestangen, Griffe (Innenbereich) - Gussteile",4841.109065409951,5414.612116904921,1689.7853554410226,1434.7021724457813,12327.3016
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC01,DC01 -- Sitze FGR,5285.4314272501015,4099.544235633796,1407.6059808428884,2002.1811483790284,11781.51551
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC02,DC02 -- Fahrgastsitze fest (gegebenenfalls inkl. Cantilever),5124.937654639006,5680.951882711518,1902.8842990580429,1325.129092176481,12934.70721
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC03,DC03 -- Sitzlounge inkl. Sitzkiste,5319.181857985352,4901.843696010246,1530.278074015943,2073.8899968594183,12729.09155
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC04,DC04 -- Fahrersitz incl. Podest,5497.4684760516175,5706.215233884029,1284.7685598326402,1801.5560664487532,13150.32932
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC05,DC05 -- Fahrlehrersitz / Beimannsitz,4849.199398597295,5287.350975191232,1563.8105532099032,1554.9657139360681,12208.49304
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC06,DC06 -- Tische,4764.088033623707,5848.485293848344,2063.0165201517993,1523.5887334908277,13087.80362
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC07,DC07 -- Fahrgastklappsitze,4384.947738824765,5962.056531543774,1757.6520387471078,1997.1452677617124,12984.80186
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DC,"DC -- Sitze, Liegen, Tische",DC08,DC08 -- Sitzkisten,5491.338548077384,4926.963195655233,1484.5874744284963,1977.9679176407842,12780.22157
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD01,DD01 -- WC-Zelle,4697.527664295778,5834.608613657171,1751.8855874258356,1398.9504169099487,12606.01809
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD02,DD02 -- WC-Leitungen,5856.347545046812,3956.1672877381093,1618.484217638341,2139.987538004558,12501.17802
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD03,DD03 -- Universal-WC mit Tank,6170.952303777691,4454.094776314198,1546.227083758076,1766.9466518267645,12839.40948
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DD,DD -- Sanitäreinrichtungen,DD04,DD04 -- Standard-WC mit Tank,5499.757354165134,5092.369847925852,1517.6546892138113,1619.5750333724054,12644.53109
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DE,DE -- Gepäckablagen,DE01,DE01 -- Gepäckablagen,4524.88596420818,6592.860544234385,1801.1177761392034,1828.5353879474158,13579.38932
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DE,DE -- Gepäckablagen,DE02,DE02 -- Gepäckregale,5145.899244507733,4741.2245740499975,1789.7614293018444,1499.185716348613,12144.40533
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF01,"DF01 -- Ausrüstung Fahrgastraum (Feuerlöscher, Werkzeug,€¦)",4088.7697020399924,5546.452988595859,1491.0871493839784,1628.077190990887,11742.9087
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF02,DF02 -- Seitenwandtisch,4021.043628330735,5907.4427575546215,1720.6730016052275,1598.30997459313,12201.312
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF03,DF03 -- Abfallbehälter incl. Anbauteile,4964.381342062019,5117.062400515096,1760.0512987023785,1314.1263125635073,12124.93282
HFX (Ultimate),D,D -- Fahrzeuginneneinrichtung,DF,DF -- Zusätzliche Einrichtungen,DF04,DF04 -- Sonderausbauten Innenbereich,4803.225690767575,5351.4042489844815,1601.4331139516607,1736.1708037191975,12425.37415
HFX (Ultimate),E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA01,EA01 -- Fahrwerk,5766.573919206237,5554.00438785566,1523.7029393757762,2066.360408612275,13725.9136
HFX (Ultimate),E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA02,EA02 -- Messgeräte (SIFA - T D),5812.074604183676,4774.838981389634,1910.3114936212,1364.7535707296647,12780.75644
HFX (Ultimate),E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA03,EA03 -- Lauffahrwerk / Laufdrehgestell,5582.580316300732,4119.224858696767,1965.7685633733563,1506.8682169510903,12150.33826
HFX (Ultimate),E,E -- Fahrwerk,EA,EA -- Fahrwerk,EA04,EA04 -- Triebfahrwerk / Motordrehgestell (inkl. Fahrmotor und Getriebe),4529.841444033494,4995.027381576996,1925.112405307349,1680.9361830977305,12102.71069
HFX (Ultimate),E,E -- Fahrwerk,EB,EB -- tragende Strukturen,EB01,EB01 -- Fahrwerk-/ Drehgestellrahmen,4338.476940537256,6508.055271888907,1442.5690865029687,2117.1599668145773,13253.55929
